area;ciudad;conglomerado;panelm;vivienda;hogar;vi01;vi02;vi03a;vi03b;vi04a;vi04b;vi05a;vi05b;vi06;vi07;vi07a;vi07b;vi08;vi09;vi09a;vi09b;vi10;vi101;vi102;vi10a;vi11;vi12;vi13;vi14;vi141;vi142;vi143;vi144;vi1511;vi1521;vi1512;vi1522;vi1531;vi1541;vi1532;vi1542;vi1533;vi1543;vi1534;vi1544;vi1535;vi1545;vi1536;vi1546;eqt19a011;eqt19a021;eqt19a012;eqt19a022;eqt19a013;eqt19a023;eqt19a014;eqt19a024;eqt19a015;eqt19a025;eqt19a016;eqt19a026;vi20;estrato;fexp;upm;id_vivienda;id_hogar;periodo
1;010150;051403;054;06;1;1;1;2;1;2;1;1;1;6;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;1;2;1;2;1;1;1;3;1;3;1;1;1;2711;38,0581154421427;010150051403;01015005140305406;010150051403054061;202507
1;010150;051403;054;07;1;1;1;2;2;2;3;1;1;4;2;0;1;1;1; ; ;1; ; ;1;1;1;2;3;120; ; ; ;1;1;2; ;2; ;2; ;2; ;1;60;2; ;2; ;1;1;2; ;2; ;1;2;1;2;1;1;1;2711;38,0581154421427;010150051403;01015005140305407;010150051403054071;202507
1;010150;051403;054;08;1;1;1;1;3;2;3;1;3;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;3;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;1;3;1;3;1;1;1;2711;38,0581154421427;010150051403;01015005140305408;010150051403054081;202507
1;010150;051803;071;01;1;3;1;2;1;2;1;1;1;6;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;80;2; ;2; ;1;1;2; ;2; ;1;4;1;4;1;1;1;2713;338,845981895684;010150051803;01015005180307101;010150051803071011;202507
1;010150;051803;071;02;1;3;2;1;2;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;1;1;2; ;2; ;2; ;2; ;1;20;2; ;2; ;2; ;2; ;1;1;1;1;1;1;1;1;1;2713;338,845981895684;010150051803;01015005180307102;010150051803071021;202507
1;010150;051803;071;04;1;3;2;2;2;4;2;1;1;1;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;100;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;2;1;2;2; ;1;2713;338,845981895684;010150051803;01015005180307104;010150051803071041;202507
1;010150;051803;071;05;1;3;2;1;1;4;1;1;2;3;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;120; ; ; ;1;1;2; ;2; ;2; ;2; ;1;30;2; ;2; ;2; ;2; ;2; ;1;6;1;6;1;2;1;2713;338,845981895684;010150051803;01015005180307105;010150051803071051;202507
1;010150;051803;071;07;1;3;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;6;2; ;2; ;2; ;1;80;2; ;2; ;2; ;1;1;2; ;2; ;1;4;1;4;1;3;1;2713;338,845981895684;010150051803;01015005180307107;010150051803071071;202507
1;010150;051803;071;09;1;3;2;6;2;5;2;1;2;3;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;2;1;2;2; ;1;2713;338,845981895684;010150051803;01015005180307109;010150051803071091;202507
1;010150;051803;071;10;1;3;2;3;2;2;2;4;2;2;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;2;1;2;2; ;1;2713;338,845981895684;010150051803;01015005180307110;010150051803071101;202507
1;010150;052401;071;01;1;1;1;3;1;1;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;30;2; ;2; ;2; ;2; ;2; ;1;2;1;2;2; ;1;2712;123,628030091866;010150052401;01015005240107101;010150052401071011;202507
1;010150;052401;071;02;1;1;2;1;2;2;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;300;2;2;2;2; ;1;1;2; ;2; ;2; ;1;15;2; ;2; ;2; ;2; ;2; ;1;2;1;2;1;1;1;2712;123,628030091866;010150052401;01015005240107102;010150052401071021;202507
1;010150;052401;071;03;1;1;1;4;1;2;1;1;1;5;4;1;1;1;1; ; ;1; ; ;1;1;1;2;4;500; ; ; ;1;1;2; ;2; ;2; ;2; ;1;30;2; ;2; ;1;1;1;1;1;1;1;2;1;2;1;2;1;2712;123,628030091866;010150052401;01015005240107103;010150052401071031;202507
1;010150;052401;071;07;1;1;2;4;1;1;2;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;1;1;1;1;2; ;1;3;1;3;1;2;1;2712;123,628030091866;010150052401;01015005240107107;010150052401071071;202507
1;010150;052401;071;08;1;1;1;2;2;2;1;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;300;2;2;2;1;1;2; ;2; ;2; ;2; ;1;20;2; ;2; ;1;1;2; ;2; ;1;2;1;2;1;2;1;2712;123,628030091866;010150052401;01015005240107108;010150052401071081;202507
1;010150;052401;071;09;1;1;1;4;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;300; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;1;2;1;2;1;1;1;2712;123,628030091866;010150052401;01015005240107109;010150052401071091;202507
1;010150;052401;071;10;1;1;2;1;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;1;2;1;2;2; ;1;2712;123,628030091866;010150052401;01015005240107110;010150052401071101;202507
1;010150;052503;068;01;1;1;2;6;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;1;1;1;2; ;1;2711;47,9349126188085;010150052503;01015005250306801;010150052503068011;202507
1;010150;052503;068;02;1;1;2;1;1;2;1;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;180;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;2;1;2;2; ;1;2711;47,9349126188085;010150052503;01015005250306802;010150052503068021;202507
1;010150;052503;068;03;1;1;1;4;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;500; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;1;1;2; ;1;1;1;2;1;2;1;1;1;2711;47,9349126188085;010150052503;01015005250306803;010150052503068031;202507
1;010150;052503;068;04;1;1;2;1;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;400;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;2;1;2;2; ;1;2711;47,9349126188085;010150052503;01015005250306804;010150052503068041;202507
1;010150;052503;068;05;1;1;1;4;3;1;1;1;1;7;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;500; ; ; ;1;1;2; ;1;60;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;1;2;1;2;1;1;1;2711;47,9349126188085;010150052503;01015005250306805;010150052503068051;202507
1;010150;052503;068;06;1;1;2;1;2;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;1;4;400; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2; ;2; ;1;1;1;1;1;1;2; ;1;2711;47,9349126188085;010150052503;01015005250306806;010150052503068061;202507
1;010150;052503;068;07;1;1;1;4;2;1;2;1;2;8;4;0;1;1;1; ; ;1; ; ;1;1;1;2;1;300;1;1;1;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;1;1;2; ;2; ;1;2;1;2;1;1;1;2711;47,9349126188085;010150052503;01015005250306807;010150052503068071;202507
1;010150;053901;071;01;1;1;2;1;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;180;2;2;2;2; ;1;1;2; ;2; ;2; ;1;25;2; ;2; ;1;1;2; ;2; ;1;4;1;4;1;1;1;2712;69,2194406979669;010150053901;01015005390107101;010150053901071011;202507
1;010150;053901;071;02;1;1;1;4;1;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;2;2; ;2; ;2; ;2; ;1;120;2; ;2; ;1;3;2; ;2; ;1;4;1;4;1;2;1;2712;69,2194406979669;010150053901;01015005390107102;010150053901071021;202507
1;010150;053901;071;03;1;1;1;2;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;1;1;1;1;1;1;2712;69,2194406979669;010150053901;01015005390107103;010150053901071031;202507
1;010150;053901;071;04;1;1;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;60;2; ;2; ;1;2;2; ;1;1;1;3;1;3;1;1;1;2712;69,2194406979669;010150053901;01015005390107104;010150053901071041;202507
1;010150;053901;071;05;1;1;1;2;1;1;1;1;1;6;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;1;1;1;2;1;2;1;1;1;2712;69,2194406979669;010150053901;01015005390107105;010150053901071051;202507
1;010150;053901;071;06;1;1;1;2;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;1;1;1;3;1;3;1;1;1;2712;69,2194406979669;010150053901;01015005390107106;010150053901071061;202507
1;010150;053901;071;07;1;1;1;4;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;65;2; ;2; ;1;1;2; ;2; ;1;2;1;2;1;1;1;2712;69,2194406979669;010150053901;01015005390107107;010150053901071071;202507
1;010150;054001;068;01;1;1;1;2;2;2;2;1;2;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;1;2; ;2; ;2; ;2; ;1;60;2; ;2; ;2; ;2; ;1;1;1;2;1;2;2; ;1;2713;238,028162378736;010150054001;01015005400106801;010150054001068011;202507
1;010150;054001;068;02;1;1;2;2;2;2;2;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;1;1;2;2; ;1;1;2; ;2; ;2; ;1;30;2; ;2; ;1;1;2; ;2; ;1;3;1;3;2; ;1;2713;238,028162378736;010150054001;01015005400106802;010150054001068021;202507
1;010150;054001;068;03;1;1;1;2;2;4;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2713;238,028162378736;010150054001;01015005400106803;010150054001068031;202507
1;010150;054001;068;04;1;1;1;3;2;4;2;3;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;1;3;1;3;1;1;1;2713;238,028162378736;010150054001;01015005400106804;010150054001068041;202507
1;010150;054001;068;05;1;1;2;1;2;2;2;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;180;2;2;2;1;2;2; ;2; ;2; ;2; ;1;150;2; ;2; ;1;1;2; ;2; ;1;2;1;2;1;2;1;2713;238,028162378736;010150054001;01015005400106805;010150054001068051;202507
1;010150;054001;068;06;1;1;1;2;2;2;2;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;1;1;1;2;1;2;1;1;1;2713;238,028162378736;010150054001;01015005400106806;010150054001068061;202507
1;010150;054001;068;08;1;1;2;1;2;2;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;150;1;1;1;1;1;1;1;2; ;2; ;2; ;1;110;2; ;2; ;1;1;2; ;2; ;1;3;1;3;2; ;1;2713;238,028162378736;010150054001;01015005400106808;010150054001068081;202507
1;010150;054503;054;01;1;1;2;1;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;3;2; ;2; ;2; ;2; ;1;240;2; ;2; ;1;3;2; ;1;1;1;5;1;5;1;2;1;2712;57,91731759053;010150054503;01015005450305401;010150054503054011;202507
1;010150;054503;054;02;1;1;1;2;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;1;1;2; ;1;1;1;4;1;4;1;1;1;2712;57,91731759053;010150054503;01015005450305402;010150054503054021;202507
1;010150;054503;054;03;1;1;2;1;1;2;1;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;1;1;1;1;1;2; ;1;2712;57,91731759053;010150054503;01015005450305403;010150054503054031;202507
1;010150;054503;054;04;1;1;1;4;1;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;2;1;2;1;1;1;2712;57,91731759053;010150054503;01015005450305404;010150054503054041;202507
1;010150;054503;054;05;1;1;2;2;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;120;2;2;1;2; ;1;1;2; ;2; ;2; ;1;30;2; ;2; ;1;1;2; ;2; ;1;3;1;3;1;1;1;2712;57,91731759053;010150054503;01015005450305405;010150054503054051;202507
1;010150;054503;054;06;1;1;1;4;2;2;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;160;1;1;2;2; ;1;1;2; ;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ;1;3;1;3;1;1;1;2712;57,91731759053;010150054503;01015005450305406;010150054503054061;202507
1;010150;054503;054;07;1;1;1;2;1;1;1;1;1;6;5;1;1;1;1; ; ;1; ; ;1;1;1;2;4;350; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2; ;2; ;1;6;1;6;1;2;1;2712;57,91731759053;010150054503;01015005450305407;010150054503054071;202507
1;010150;055001;054;01;1;1;1;2;1;2;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;80;2; ;2; ;1;1;2; ;1;1;1;3;1;3;1;1;1;2712;395,08218406892;010150055001;01015005500105401;010150055001054011;202507
1;010150;055001;054;02;1;1;1;2;1;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;600; ; ; ;1;2;2; ;2; ;2; ;2; ;1;40;2; ;2; ;1;2;2; ;1;1;1;5;1;4;1;2;1;2712;395,08218406892;010150055001;01015005500105402;010150055001054021;202507
1;010150;055001;054;03;1;1;2;6;1;1;1;1;1;2;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;150;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;2;1;2;1;2;1;2712;395,08218406892;010150055001;01015005500105403;010150055001054031;202507
1;010150;055001;054;05;1;1;2;1;1;2;1;1;1;4;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;1;1;2; ;1;1;1;3;1;3;1;1;1;2712;395,08218406892;010150055001;01015005500105405;010150055001054051;202507
1;010150;055001;054;06;1;1;2;1;2;2;1;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;1;2;1;2;1;1;1;2712;395,08218406892;010150055001;01015005500105406;010150055001054061;202507
1;010150;055001;054;08;1;1;1;1;2;1;2;1;2;5;3;1;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;25;2; ;2; ;1;1;2; ;1;1;1;2;1;2;2; ;1;2712;395,08218406892;010150055001;01015005500105408;010150055001054081;202507
1;010150;055001;054;09;1;1;2;4;1;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;1;250;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;3;1;3;2; ;1;2712;395,08218406892;010150055001;01015005500105409;010150055001054091;202507
1;010150;055502;068;01;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;250;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;2; ;2; ;1;3;1;3;2; ;1;2711;36,2325573011936;010150055502;01015005550206801;010150055502068011;202507
1;010150;055502;068;02;1;1;1;2;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;70;2; ;2; ;1;1;2; ;2; ;1;3;1;3;1;1;1;2711;36,2325573011936;010150055502;01015005550206802;010150055502068021;202507
1;010150;055502;068;03;1;1;2;4;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2; ;2; ;1;1;1;2;1;2;1;1;1;2711;36,2325573011936;010150055502;01015005550206803;010150055502068031;202507
1;010150;055502;068;04;1;1;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2; ;2; ;1;1;1;1;1;1;1;1;1;2711;36,2325573011936;010150055502;01015005550206804;010150055502068041;202507
1;010150;055502;068;05;1;1;1;2;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;300;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;1;3;1;3;1;1;1;2711;36,2325573011936;010150055502;01015005550206805;010150055502068051;202507
1;010150;055502;068;06;1;1;1;1;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;75;2; ;2; ;1;1;2; ;2; ;1;4;1;4;1;2;1;2711;36,2325573011936;010150055502;01015005550206806;010150055502068061;202507
1;010150;055502;068;07;1;1;2;2;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;1;2; ;2; ;1;1;2;2711;36,2325573011936;010150055502;01015005550206807;010150055502068071;202507
1;010150;056002;071;01;1;1;1;4;1;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;800; ; ; ;1;2;2; ;1;60;2; ;2; ;1;40;2; ;2; ;1;3;2; ;1;1;1;3;1;3;2; ;1;2711;111,541864963653;010150056002;01015005600207101;010150056002071011;202507
1;010150;056002;071;02;1;1;2;1;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;500; ; ; ;1;2;2; ;2; ;2; ;2; ;1;100;2; ;2; ;1;1;1;1;1;1;1;2;1;2;1;1;1;2711;111,541864963653;010150056002;01015005600207102;010150056002071021;202507
1;010150;056002;071;04;1;1;1;1;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;1;1;1;2; ;1;2711;111,541864963653;010150056002;01015005600207104;010150056002071041;202507
1;010150;056002;071;06;1;1;1;4;1;1;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;1;2; ;1;60;2; ;2; ;2; ;2; ;2; ;1;1;2; ;1;1;1;2;1;2;2; ;1;2711;111,541864963653;010150056002;01015005600207106;010150056002071061;202507
1;010150;056002;071;10;1;1;2;1;1;1;1;1;1;3;2;0;1;3;1; ; ;1; ; ;1;1;1;2;5;450; ; ; ;1;2;2; ;1;40;2; ;2; ;1;40;2; ;2; ;1;2;2; ;2; ;1;2;1;2;1;1;1;2711;111,541864963653;010150056002;01015005600207110;010150056002071101;202507
1;010150;056602;068;01;1;1;1;2;2;1;1;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;270; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;1;1;2; ;2; ;1;3;1;3;1;1;1;2712;56,0678379827079;010150056602;01015005660206801;010150056602068011;202507
1;010150;056602;068;02;1;1;1;4;2;2;2;1;2;5;4;1;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;70;2; ;2; ;1;1;2; ;1;1;1;4;1;4;1;1;1;2712;56,0678379827079;010150056602;01015005660206802;010150056602068021;202507
1;010150;056602;068;03;1;1;1;2;2;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;1;1;2; ;2; ;2; ;1;12;2; ;2; ;1;1;2; ;2; ;1;2;1;2;1;1;1;2712;56,0678379827079;010150056602;01015005660206803;010150056602068031;202507
1;010150;056602;068;04;1;1;2;2;1;1;1;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;250;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;1;1;1;4;1;4;1;1;1;2712;56,0678379827079;010150056602;01015005660206804;010150056602068041;202507
1;010150;056602;068;05;1;1;1;1;2;1;2;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;70;2; ;2; ;1;1;2; ;2; ;1;4;1;4;1;1;1;2712;56,0678379827079;010150056602;01015005660206805;010150056602068051;202507
1;010150;056602;068;06;1;1;1;4;1;2;2;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;100;2; ;2; ;1;1;2; ;2; ;1;2;1;2;1;2;1;2712;56,0678379827079;010150056602;01015005660206806;010150056602068061;202507
1;010150;056602;068;07;1;1;1;4;2;1;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;1;1;2; ;2; ;1;3;1;3;1;1;1;2712;56,0678379827079;010150056602;01015005660206807;010150056602068071;202507
1;010150;056902;071;01;1;3;1;2;2;4;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;180;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;1;2;1;2;2; ;1;2713;65,700324254321;010150056902;01015005690207101;010150056902071011;202507
1;010150;056902;071;02;1;1;1;4;2;1;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;140;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;1;2;1;2;2; ;1;2713;65,700324254321;010150056902;01015005690207102;010150056902071021;202507
1;010150;056902;071;03;1;1;1;2;2;2;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;3;350; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;1;2;1;2;2; ;1;2713;65,700324254321;010150056902;01015005690207103;010150056902071031;202507
1;010150;056902;071;04;1;1;1;4;2;1;2;1;2;4;2;0;1;3;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1;1;1;1;2;1;2;1;1;1;2713;65,700324254321;010150056902;01015005690207104;010150056902071041;202507
1;010150;056902;071;05;1;1;1;4;2;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;1;4;1;4;2; ;1;2713;65,700324254321;010150056902;01015005690207105;010150056902071051;202507
1;010150;056902;071;06;1;3;1;3;2;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;280; ; ; ;1;1;1;1;2; ;2; ;2; ;1;70;2; ;2; ;1;2;2; ;1;1;1;3;1;3;2; ;1;2713;65,700324254321;010150056902;01015005690207106;010150056902071061;202507
1;010150;056902;071;07;1;1;2;2;2;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;30;2; ;2; ;2; ;2; ;1;1;1;2;1;2;2; ;1;2713;65,700324254321;010150056902;01015005690207107;010150056902071071;202507
1;010150;058502;054;01;1;1;1;2;1;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;35;2; ;2; ;1;1;1;1;1;1;1;1;1;1;1;1;1;2713;45,5802235971425;010150058502;01015005850205401;010150058502054011;202507
1;010150;058502;054;02;1;1;1;1;2;2;2;1;1;5;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;1;1;1;1;1;1;2713;45,5802235971425;010150058502;01015005850205402;010150058502054021;202507
1;010150;058502;054;03;1;1;2;4;1;1;1;1;1;4;2;0;1;3;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;2;2; ;2; ;2; ;2; ;1;130;2; ;2; ;1;1;2; ;1;1;1;3;1;3;2; ;1;2713;45,5802235971425;010150058502;01015005850205403;010150058502054031;202507
1;010150;058502;054;04;1;1;2;2;2;1;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;280;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2; ;2; ;1;3;1;3;1;1;1;2713;45,5802235971425;010150058502;01015005850205404;010150058502054041;202507
1;010150;058502;054;05;1;1;2;6;3;1;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;1;3;1;3;1;1;1;2713;45,5802235971425;010150058502;01015005850205405;010150058502054051;202507
1;010150;058502;054;06;1;1;2;6;2;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;180;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;2;1;2;1;1;1;2713;45,5802235971425;010150058502;01015005850205406;010150058502054061;202507
1;010150;058502;054;07;1;1;1;4;1;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;5;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;80;2; ;2; ;1;2;2; ;2; ;1;2;1;2;1;1;1;2713;45,5802235971425;010150058502;01015005850205407;010150058502054071;202507
